season,week,w_judge,w_fan,corr_judge_fan
16,5,0.65,0.35,0.75
16,6,0.6095238095238096,0.3904761904761904,0.5476190476190477
16,7,0.65,0.35,0.7500000000000002
16,8,0.6657142857142857,0.3342857142857143,0.8285714285714287
16,9,0.58,0.42000000000000004,0.39999999999999997
16,10,0.62,0.38,0.6000000000000001
17,2,0.6876923076923077,0.3123076923076923,0.5384615384615385
17,3,0.6454545454545454,0.3545454545454546,0.3272727272727273
17,4,0.729090909090909,0.270909090909091,0.7454545454545454
17,5,0.55,0.44999999999999996,0.25
17,7,0.6761904761904762,0.32380952380952377,0.880952380952381
17,8,0.6571428571428573,0.34285714285714275,0.7857142857142859
17,9,0.54,0.45999999999999996,0.2
17,10,0.6799999999999999,0.32000000000000006,0.8999999999999998
17,11,0.7,0.30000000000000004,1.0
18,2,0.7036363636363636,0.2963636363636364,0.6181818181818182
18,5,0.58,0.42000000000000004,0.39999999999999997
18,6,0.6380952380952382,0.36190476190476184,0.6904761904761906
18,7,0.692857142857143,0.30714285714285705,0.9642857142857145
18,8,0.4714285714285714,0.5285714285714286,-0.14285714285714288
18,9,0.62,0.38,0.6
18,10,0.66,0.33999999999999997,0.7999999999999999
19,1,0.7074725274725274,0.2925274725274726,0.6373626373626374
19,2,0.6988811188811189,0.3011188811188811,0.5944055944055945
19,3,0.6854545454545454,0.3145454545454546,0.5272727272727273
19,4,0.7363636363636363,0.26363636363636367,0.7818181818181817
19,6,0.65,0.35,0.75
19,7,0.6238095238095238,0.3761904761904762,0.6190476190476191
19,8,0.692857142857143,0.30714285714285705,0.9642857142857145
19,9,0.6771428571428572,0.32285714285714284,0.8857142857142858
19,10,0.64,0.36,0.7
19,11,0.58,0.42000000000000004,0.39999999999999997
20,2,0.6289510489510489,0.3710489510489511,0.2447552447552448
20,3,0.6799999999999999,0.32000000000000006,0.5
20,4,0.6418181818181817,0.35818181818181827,0.309090909090909
20,5,0.6,0.4,0.5
20,6,0.5761904761904763,0.42380952380952375,0.38095238095238104
20,7,0.4714285714285714,0.5285714285714286,-0.14285714285714288
20,8,0.6657142857142857,0.3342857142857143,0.8285714285714287
20,9,0.58,0.42000000000000004,0.39999999999999997
21,2,0.5942857142857142,0.4057142857142858,0.07142857142857142
21,4,0.7533333333333333,0.2466666666666667,0.8666666666666665
21,6,0.57,0.43000000000000005,0.35
21,7,0.48095238095238096,0.519047619047619,-0.09523809523809526
21,8,0.6214285714285714,0.37857142857142856,0.6071428571428572
21,9,0.5057142857142857,0.49428571428571433,0.028571428571428574
21,11,0.46,0.54,-0.19999999999999998
22,2,0.6737062937062936,0.32629370629370635,0.4685314685314686
22,3,0.7272727272727272,0.2727272727272728,0.7363636363636363
22,4,0.7557575757575757,0.24424242424242426,0.8787878787878788
22,6,0.6066666666666667,0.3933333333333333,0.5333333333333333
22,7,0.6523809523809524,0.3476190476190476,0.7619047619047621
22,8,0.4942857142857143,0.5057142857142858,-0.028571428571428574
22,9,0.58,0.42000000000000004,0.39999999999999997
23,2,0.7052747252747252,0.29472527472527477,0.6263736263736264
23,3,0.6793006993006993,0.32069930069930075,0.49650349650349657
23,4,0.7345454545454545,0.2654545454545455,0.7727272727272727
23,6,0.6666666666666666,0.33333333333333337,0.8333333333333333
23,7,0.680952380952381,0.319047619047619,0.9047619047619048
23,8,0.6571428571428573,0.34285714285714275,0.7857142857142859
23,9,0.5742857142857143,0.4257142857142857,0.3714285714285715
23,10,0.52,0.48,0.09999999999999999
23,11,0.66,0.33999999999999997,0.7999999999999999
24,2,0.6834965034965035,0.3165034965034965,0.5174825174825175
24,3,0.6636363636363636,0.3363636363636364,0.41818181818181827
24,4,0.6587878787878788,0.3412121212121212,0.3939393939393939
24,5,0.58,0.42000000000000004,0.39999999999999997
24,6,0.5380952380952381,0.46190476190476193,0.19047619047619052
24,7,0.6142857142857143,0.3857142857142857,0.5714285714285715
24,8,0.6799999999999999,0.32000000000000006,0.8999999999999998
24,9,0.42,0.5800000000000001,-0.39999999999999997
25,2,0.7415384615384615,0.2584615384615385,0.8076923076923077
25,4,0.7472727272727273,0.2527272727272727,0.8363636363636365
25,5,0.6854545454545454,0.3145454545454546,0.9272727272727272
25,6,0.66,0.33999999999999997,0.7999999999999999
25,7,0.6428571428571429,0.3571428571428571,0.7142857142857144
25,8,0.6428571428571429,0.3571428571428571,0.7142857142857143
25,9,0.6,0.4,0.49999999999999994
25,10,0.66,0.33999999999999997,0.7999999999999999
26,1,0.7727272727272727,0.2272727272727273,0.9636363636363635
26,2,0.7799999999999999,0.22000000000000008,1.0
26,3,0.7571428571428571,0.24285714285714288,0.8857142857142858
27,1,0.6327472527472527,0.36725274725274726,0.26373626373626374
27,2,0.6751048951048951,0.32489510489510487,0.4755244755244756
27,3,0.6909090909090909,0.3090909090909091,0.5545454545454546
27,4,0.6054545454545454,0.39454545454545464,0.12727272727272726
27,6,0.5966666666666667,0.4033333333333333,0.48333333333333334
27,7,0.6095238095238096,0.3904761904761904,0.5476190476190477
27,8,0.5171428571428571,0.4828571428571429,0.08571428571428573
28,2,0.6331468531468532,0.36685314685314685,0.2657342657342658
28,4,0.7533333333333333,0.2466666666666667,0.8666666666666665
28,6,0.42666666666666664,0.5733333333333334,-0.3666666666666667
28,7,0.5904761904761905,0.4095238095238095,0.4523809523809524
28,8,0.5071428571428571,0.4928571428571429,0.03571428571428572
28,9,0.6542857142857144,0.34571428571428564,0.7714285714285715
28,10,0.7,0.30000000000000004,0.9999999999999999
29,2,0.6935714285714285,0.3064285714285715,0.5678571428571427
29,3,0.6085714285714285,0.39142857142857146,0.14285714285714285
29,4,0.58,0.42000000000000004,0.0
29,5,0.6482517482517482,0.35174825174825175,0.7412587412587414
29,6,0.6181818181818182,0.38181818181818183,0.5909090909090909
29,7,0.5666666666666667,0.43333333333333335,0.33333333333333326
29,8,0.5285714285714286,0.4714285714285714,0.14285714285714288
29,9,0.5142857142857142,0.48571428571428577,0.07142857142857144
29,10,0.4828571428571429,0.5171428571428571,-0.08571428571428573
30,2,0.6085714285714285,0.39142857142857146,0.14285714285714282
30,3,0.5619780219780219,0.43802197802197806,-0.09010989010989012
30,4,0.5964835164835165,0.4035164835164835,0.08241758241758242
30,5,0.5145454545454545,0.48545454545454547,0.07272727272727274
30,6,0.6709090909090909,0.3290909090909091,0.8545454545454544
30,7,0.58,0.42000000000000004,0.39999999999999997
30,8,0.48095238095238096,0.519047619047619,-0.09523809523809526
30,9,0.5742857142857143,0.4257142857142857,0.3714285714285715
31,1,0.6547058823529411,0.34529411764705886,0.3735294117647059
31,2,0.5807142857142856,0.4192857142857144,0.0035714285714285704
31,3,0.670989010989011,0.329010989010989,0.45494505494505494
31,4,0.6580219780219779,0.3419780219780221,0.39010989010989006
31,5,0.637062937062937,0.36293706293706296,0.6853146853146854
31,6,0.6854545454545454,0.3145454545454546,0.9272727272727272
31,7,0.6066666666666667,0.3933333333333333,0.5333333333333333
31,8,0.6952380952380952,0.3047619047619048,0.9761904761904763
31,9,0.7,0.30000000000000004,1.0
32,1,0.7237362637362638,0.27626373626373624,0.7186813186813187
32,2,0.7228571428571429,0.27714285714285714,0.7142857142857143
32,3,0.717062937062937,0.282937062937063,0.6853146853146854
32,4,0.7418181818181818,0.2581818181818182,0.8090909090909091
32,5,0.6684848484848485,0.33151515151515154,0.8424242424242423
32,6,0.6766666666666666,0.32333333333333336,0.8833333333333333
32,7,0.6190476190476191,0.38095238095238093,0.5952380952380953
32,8,0.6,0.4,0.5
32,9,0.6771428571428572,0.32285714285714284,0.8857142857142858
33,2,0.614065934065934,0.385934065934066,0.17032967032967034
33,3,0.6418181818181817,0.35818181818181827,0.3090909090909091
33,4,0.7033333333333333,0.29666666666666675,0.6166666666666666
33,5,0.661904761904762,0.338095238095238,0.8095238095238096
33,6,0.55,0.44999999999999996,0.25
33,7,0.5971428571428572,0.4028571428571428,0.48571428571428577
34,2,0.7105494505494505,0.2894505494505495,0.6527472527472528
34,3,0.7254545454545455,0.27454545454545454,0.7272727272727274
34,4,0.6854545454545454,0.3145454545454546,0.5272727272727273
34,6,0.6321212121212121,0.3678787878787879,0.6606060606060605
34,7,0.58,0.42000000000000004,0.39999999999999997
34,8,0.5904761904761905,0.4095238095238095,0.4523809523809524
34,9,0.4928571428571429,0.5071428571428571,-0.03571428571428572
34,10,0.4828571428571429,0.5171428571428571,-0.08571428571428573
